Country,ISO3,Year,Food Category,Continent,Hemisphere,Income_Group,Population (Million),GDP_Per_Capita_USD,Total Waste (Tons),Economic Loss (Million $),Carbon_Footprint_kgCO2e
Afghanistan,AFG,2024,Bakery Items,Asia,Northern,Lower-Middle income,27.07488,2048.3064,197130.1859555251,735.1879944218268,391852534.164822
Afghanistan,AFG,2024,Beverages,Asia,Northern,Lower-Middle income,27.07488,2048.3064,82352.10587099029,176.6546336002252,107206037.75528203
Afghanistan,AFG,2024,Dairy Products,Asia,Northern,Lower-Middle income,27.07488,2048.3064,301402.3473275591,892.0114503474709,1008335168.8396373
Afghanistan,AFG,2024,Frozen Food,Asia,Northern,Lower-Middle income,27.07488,2048.3064,66770.68075594008,351.9240693672319,208368491.3632519
Afghanistan,AFG,2024,Fruits & Vegetables,Asia,Northern,Lower-Middle income,27.07488,2048.3064,494851.1290759801,1084.7296276732534,1785662637.2299616
Afghanistan,AFG,2024,Grains & Cereals,Asia,Northern,Lower-Middle income,27.07488,2048.3064,357374.31567420595,332.92912832487406,517148994.81656355
Afghanistan,AFG,2024,Meat & Seafood,Asia,Northern,Lower-Middle income,27.07488,2048.3064,257116.43953196774,3379.8890772748277,6476678751.318044
Afghanistan,AFG,2024,Prepared Food,Asia,Northern,Lower-Middle income,27.07488,2048.3064,151741.0445790335,885.4551556437666,645638560.23052
Albania,ALB,2024,Bakery Items,Europe,Northern,Upper-Middle income,3.0069,10752.622399999998,26608.82946036115,109.24926709149038,96865619.77133761
Albania,ALB,2024,Beverages,Europe,Northern,Upper-Middle income,3.0069,10752.622399999998,13183.735309367552,93.34042383016383,96865619.77133761
Albania,ALB,2024,Dairy Products,Europe,Northern,Upper-Middle income,3.0069,10752.622399999998,35004.12870787854,134.06487257489064,127235636.49057004
Albania,ALB,2024,Frozen Food,Europe,Northern,Upper-Middle income,3.0069,10752.622399999998,13183.735309367552,93.34042383016383,96865619.77133761
Albania,ALB,2024,Fruits & Vegetables,Europe,Northern,Upper-Middle income,3.0069,10752.622399999998,65421.69122719731,185.85928976297257,239829498.4091522
Albania,ALB,2024,Grains & Cereals,Europe,Northern,Upper-Middle income,3.0069,10752.622399999998,45776.573563091064,93.34042383016383,103888519.09383301
Albania,ALB,2024,Meat & Seafood,Europe,Northern,Upper-Middle income,3.0069,10752.622399999998,31706.541759957276,424.3757156710453,744845897.148948
Albania,ALB,2024,Prepared Food,Europe,Northern,Upper-Middle income,3.0069,10752.622399999998,22524.76425276609,145.88066050764107,107206037.75528203
Algeria,DZA,2024,Bakery Items,Africa,Northern,Upper-Middle income,40.181436000000005,11195.480959999999,332208.10972263216,1086.8075618004937,544391119.7139734
Algeria,DZA,2024,Beverages,Africa,Northern,Upper-Middle income,40.181436000000005,11195.480959999999,128443.36037056758,297.3009635523963,144045591.0122941
Algeria,DZA,2024,Dairy Products,Africa,Northern,Upper-Middle income,40.181436000000005,11195.480959999999,471842.68656549684,1371.7308347389355,1564151657.0952644
Algeria,DZA,2024,Frozen Food,Africa,Northern,Upper-Middle income,40.181436000000005,11195.480959999999,101564.19263837252,573.7760403363183,291435316.5672957
Algeria,DZA,2024,Fruits & Vegetables,Africa,Northern,Upper-Middle income,40.181436000000005,11195.480959999999,864415.0758410601,2294.3555096064597,3368454508.0248985
Algeria,DZA,2024,Grains & Cereals,Africa,Northern,Upper-Middle income,40.181436000000005,11195.480959999999,612563.6701705372,492.28192343687874,811878988.645233
Algeria,DZA,2024,Meat & Seafood,Africa,Northern,Upper-Middle income,40.181436000000005,11195.480959999999,415909.6969554194,6398.684806750077,12699604691.123283
Algeria,DZA,2024,Prepared Food,Africa,Northern,Upper-Middle income,40.181436000000005,11195.480959999999,242304.27338826767,1839.8454015329826,1163954854.141247
Angola,AGO,2024,Bakery Items,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,211633.38708377111,685.2228908215117,377522623.4672644
Angola,AGO,2024,Beverages,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,69712.2084260233,167.1505021570837,96865619.77133761
Angola,AGO,2024,Dairy Products,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,273325.99536897225,878.2059319148223,838110854.7759398
Angola,AGO,2024,Frozen Food,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,54579.38658697058,332.92912832487406,178526265.330622
Angola,AGO,2024,Fruits & Vegetables,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,444780.93324582436,1319.4695558449841,1715442346.3612695
Angola,AGO,2024,Grains & Cereals,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,341297.52984946757,292.3696883907925,517148994.81656355
Angola,AGO,2024,Meat & Seafood,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,241423.68498324513,3579.2860776809844,5884364908.568507
Angola,AGO,2024,Prepared Food,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,131917.63302820493,876.8375446589328,544391119.7139734
Argentina,ARG,2024,Bakery Items,Americas,Southern,High income,43.01136,21103.46576,334994.6402921625,1268.7261837938095,627402088.6642445
Argentina,ARG,2024,Beverages,Americas,Southern,High income,43.01136,21103.46576,120241.64282557146,278.27210103683103,127235636.49057004
Argentina,ARG,2024,Dairy Products,Americas,Southern,High income,43.01136,21103.46576,444780.93324582436,1660.1119381925214,1455064680.3347418
Argentina,ARG,2024,Frozen Food,Americas,Southern,High income,43.01136,21103.46576,95859.14693646794,563.0975070363589,291435316.5672957
Argentina,ARG,2024,Fruits & Vegetables,Americas,Southern,High income,43.01136,21103.46576,746153.8410760113,2274.7839374431105,2858560050.1605372
Argentina,ARG,2024,Grains & Cereals,Americas,Southern,High income,43.01136,21103.46576,538778.3386328738,492.28192343687874,719276678.5139428
Argentina,ARG,2024,Meat & Seafood,Americas,Southern,High income,43.01136,21103.46576,415460.43775976234,6776.682367822568,12215421853.42205
Argentina,ARG,2024,Prepared Food,Americas,Southern,High income,43.01136,21103.46576,229561.81575662945,1818.6152080065883,933171522.5577413
Armenia,ARM,2024,Bakery Items,Asia,Northern,Upper-Middle income,3.12512,6211.2,24884.110177244373,109.24926709149038,96865619.77133761
Armenia,ARM,2024,Beverages,Asia,Northern,Upper-Middle income,3.12512,6211.2,13183.735309367552,93.34042383016383,96865619.77133761
Armenia,ARM,2024,Dairy Products,Asia,Northern,Upper-Middle income,3.12512,6211.2,31706.541759957276,112.86637513173402,111726920.77736817
Armenia,ARM,2024,Frozen Food,Asia,Northern,Upper-Middle income,3.12512,6211.2,13183.735309367552,93.34042383016383,96865619.77133761
Armenia,ARM,2024,Fruits & Vegetables,Asia,Northern,Upper-Middle income,3.12512,6211.2,52373.95751832,163.1788311965279,208368491.3632519
Armenia,ARM,2024,Grains & Cereals,Asia,Northern,Upper-Middle income,3.12512,6211.2,42642.007388914564,93.34042383016383,96865619.77133761
Armenia,ARM,2024,Meat & Seafood,Asia,Northern,Upper-Middle income,3.12512,6211.2,31598.47705014899,404.76046488455466,852368099.3528652
Armenia,ARM,2024,Prepared Food,Asia,Northern,Upper-Middle income,3.12512,6211.2,20299.66259552149,130.6095086843811,107206037.75528203
Australia,AUS,2024,Bakery Items,Oceania,Southern,High income,23.887168000000003,56865.3768,241765.65118809274,927.0491618459586,419288983.38302404
Australia,AUS,2024,Beverages,Oceania,Southern,High income,23.887168000000003,56865.3768,92645.52239939113,228.3122393083906,107206037.75528203
Australia,AUS,2024,Dairy Products,Oceania,Southern,High income,23.887168000000003,56865.3768,335639.44461361197,1137.5509338516683,1000710300.8392997
Australia,AUS,2024,Frozen Food,Oceania,Southern,High income,23.887168000000003,56865.3768,69992.65693268552,490.20398930963864,231040314.26255915
Australia,AUS,2024,Fruits & Vegetables,Oceania,Southern,High income,23.887168000000003,56865.3768,574731.5637705245,1822.0940584010366,2388861236.144035
Australia,AUS,2024,Grains & Cereals,Oceania,Southern,High income,23.887168000000003,56865.3768,444780.93324582436,414.99847246354506,681385208.2293736
Australia,AUS,2024,Meat & Seafood,Oceania,Southern,High income,23.887168000000003,56865.3768,306522.8834463031,5710.3247545500535,8393048903.710778
Australia,AUS,2024,Prepared Food,Oceania,Southern,High income,23.887168000000003,56865.3768,185957.113843837,1404.5658393021008,811878988.645233
Austria,AUT,2024,Bakery Items,Europe,Northern,High income,8.595244,59658.05439999999,69712.2084260233,276.19416690959093,137005218.80776018
Austria,AUT,2024,Beverages,Europe,Northern,High income,8.595244,59658.05439999999,29099.95102291115,102.59465394183196,96865619.77133761
Austria,AUT,2024,Dairy Products,Europe,Northern,High income,8.595244,59658.05439999999,92645.52239939113,351.9240693672319,291435316.5672957
Austria,AUT,2024,Frozen Food,Europe,Northern,High income,8.595244,59658.05439999999,22524.76425276609,152.72331189881427,96865619.77133761
Austria,AUT,2024,Fruits & Vegetables,Europe,Northern,High income,8.595244,59658.05439999999,166448.45541198758,561.0195729091189,593035974.8533102
Austria,AUT,2024,Grains & Cereals,Europe,Northern,High income,8.595244,59658.05439999999,121569.96085119316,140.1316069225371,178526265.330622
Austria,AUT,2024,Meat & Seafood,Europe,Northern,High income,8.595244,59658.05439999999,96527.49205964876,1800.241731392397,2492926957.587544
Austria,AUT,2024,Prepared Food,Europe,Northern,High income,8.595244,59658.05439999999,49836.239615646584,424.3757156710453,227316502.63367003
Azerbaijan,AZE,2024,Bakery Items,Asia,Northern,Upper-Middle income,9.918144,6211.2,71186.82504749103,276.19416690959093,144045591.0122941
Azerbaijan,AZE,2024,Beverages,Asia,Northern,Upper-Middle income,9.918144,6211.2,29099.95102291115,93.34042383016383,96865619.77133761
Azerbaijan,AZE,2024,Dairy Products,Asia,Northern,Upper-Middle income,9.918144,6211.2,101564.19263837252,313.9002658093086,344805945.1726609
Azerbaijan,AZE,2024,Frozen Food,Asia,Northern,Upper-Middle income,9.918144,6211.2,23873.659253954807,145.88066050764107,100221633.42782663
Azerbaijan,AZE,2024,Fruits & Vegetables,Asia,Northern,Upper-Middle income,9.918144,6211.2,177228.0302899782,490.20398930963864,719276678.5139428
Azerbaijan,AZE,2024,Grains & Cereals,Asia,Northern,Upper-Middle income,9.918144,6211.2,137625.48847514784,140.1316069225371,227316502.63367003
Azerbaijan,AZE,2024,Meat & Seafood,Asia,Northern,Upper-Middle income,9.918144,6211.2,87893.04406375674,1351.4847211056788,2277086727.944877
Azerbaijan,AZE,2024,Prepared Food,Asia,Northern,Upper-Middle income,9.918144,6211.2,59705.23979015066,423.57500296800515,291435316.5672957
Bahrain,BHR,2024,Bakery Items,Asia,Northern,High income,1.327288,49204.10895999999,17024.953112299827,93.34042383016383,96865619.77133761
Bahrain,BHR,2024,Beverages,Asia,Northern,High income,1.327288,49204.10895999999,13183.735309367552,93.34042383016383,96865619.77133761
Bahrain,BHR,2024,Dairy Products,Asia,Northern,High income,1.327288,49204.10895999999,23193.109375946915,105.82368819178403,100221633.42782663
Bahrain,BHR,2024,Frozen Food,Asia,Northern,High income,1.327288,49204.10895999999,13183.735309367552,93.34042383016383,96865619.77133761
Bahrain,BHR,2024,Fruits & Vegetables,Asia,Northern,High income,1.327288,49204.10895999999,34667.72550842506,125.19108516396618,144045591.0122941
Bahrain,BHR,2024,Grains & Cereals,Asia,Northern,High income,1.327288,49204.10895999999,26668.310693532785,93.34042383016383,96865619.77133761
Bahrain,BHR,2024,Meat & Seafood,Asia,Northern,High income,1.327288,49204.10895999999,21755.528719819336,393.4377258220513,480013975.3154256
Bahrain,BHR,2024,Prepared Food,Asia,Northern,High income,1.327288,49204.10895999999,14730.241633482732,109.24926709149038,96865619.77133761
Bangladesh,BGD,2024,Bakery Items,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,1237971.6798756905,4339.688199620072,2285105725.4864516
Bangladesh,BGD,2024,Beverages,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,444325.52788193367,963.5112961167002,445998087.5366956
Bangladesh,BGD,2024,Dairy Products,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,1807905.3508982852,5414.827531864595,6190067092.3859
Bangladesh,BGD,2024,Frozen Food,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,335207.5800514527,1842.2657681573596,1100301575.26192
Bangladesh,BGD,2024,Fruits & Vegetables,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,2975020.1518878704,7996.523005552267,10373411652.193453
Bangladesh,BGD,2024,Grains & Cereals,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,1890432.3074529457,1663.0689613163358,2476371078.105184
Bangladesh,BGD,2024,Meat & Seafood,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,1478144.3510152379,20214.374115423216,41052504350.58569
Bangladesh,BGD,2024,Prepared Food,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,923193.5792299837,6009.98836811661,4226401602.323354
Belarus,BLR,2024,Bakery Items,Europe,Northern,High income,9.551052,25720.0,68148.20344353485,228.3122393083906,137005218.80776018
Belarus,BLR,2024,Beverages,Europe,Northern,High income,9.551052,25720.0,27790.687604003764,93.34042383016383,96865619.77133761
Belarus,BLR,2024,Dairy Products,Europe,Northern,High income,9.551052,25720.0,93977.35032163908,359.8327141013752,308511892.3363345
Belarus,BLR,2024,Frozen Food,Europe,Northern,High income,9.551052,25720.0,21630.924642295435,140.1316069225371,96865619.77133761
Belarus,BLR,2024,Fruits & Vegetables,Europe,Northern,High income,9.551052,25720.0,165668.28028014995,490.20398930963864,627402088.6642445
Belarus,BLR,2024,Grains & Cereals,Europe,Northern,High income,9.551052,25720.0,123823.14208803567,130.6095086843811,178526265.330622
Belarus,BLR,2024,Meat & Seafood,Europe,Northern,High income,9.551052,25720.0,92645.52239939113,1444.7469590621008,2241280509.439822
Belarus,BLR,2024,Prepared Food,Europe,Northern,High income,9.551052,25720.0,51705.61239513917,397.473161647085,227316502.63367003
Belgium,BEL,2024,Bakery Items,Europe,Northern,High income,11.31508,55638.73855999999,94571.72240853154,383.5755004447499,178526265.330622
Belgium,BEL,2024,Beverages,Europe,Northern,High income,11.31508,55638.73855999999,35426.420314883835,109.24926709149038,96865619.77133761
Belgium,BEL,2024,Dairy Products,Europe,Northern,High income,11.31508,55638.73855999999,137286.36350182747,525.7165020564811,517148994.81656355
Belgium,BEL,2024,Frozen Food,Europe,Northern,High income,11.31508,55638.73855999999,33999.38038524423,241.25774510021174,121432713.53254355
Belgium,BEL,2024,Fruits & Vegetables,Europe,Northern,High income,11.31508,55638.73855999999,229888.16251960755,685.2228908215117,933171522.5577413
Belgium,BEL,2024,Grains & Cereals,Europe,Northern,High income,11.31508,55638.73855999999,174653.02057931907,185.85928976297257,231040314.26255915
Belgium,BEL,2024,Meat & Seafood,Europe,Northern,High income,11.31508,55638.73855999999,137007.78752785551,2328.2184286749566,3471669589.6804857
Belgium,BEL,2024,Prepared Food,Europe,Northern,High income,11.31508,55638.73855999999,70967.01717033981,633.3797828104763,344805945.1726609
Benin,BEN,2024,Bakery Items,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,95859.14693646794,340.83777305901737,208368491.3632519
Benin,BEN,2024,Beverages,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,39023.34980142412,109.24926709149038,96865619.77133761
Benin,BEN,2024,Dairy Products,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,135848.63415306588,375.66685571060657,419288983.38302404
Benin,BEN,2024,Frozen Food,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,30930.131926968166,163.1788311965279,111726920.77736817
Benin,BEN,2024,Fruits & Vegetables,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,230230.16087981028,571.6981062090782,864285302.0302349
Benin,BEN,2024,Grains & Cereals,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,175391.12169857512,163.1788311965279,245601458.5972343
Benin,BEN,2024,Meat & Seafood,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,137346.9125011759,1833.3413459047017,3651927324.6511335
Benin,BEN,2024,Prepared Food,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,79011.85022442778,457.64898917678784,377522623.4672644
Bolivia,BOL,2024,Bakery Items,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,82352.10587099029,295.2230294251562,165394349.7667842
Bolivia,BOL,2024,Beverages,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,30229.121774478364,93.34042383016383,96865619.77133761
Bolivia,BOL,2024,Dairy Products,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,101564.19263837252,332.92912832487406,322864468.6922763
Bolivia,BOL,2024,Frozen Food,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,26608.82946036115,152.72331189881427,107206037.75528203
Bolivia,BOL,2024,Fruits & Vegetables,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,191506.8229324106,539.1218104796366,690174392.3759665
Bolivia,BOL,2024,Grains & Cereals,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,144436.83664371812,145.88066050764107,196297511.47073516
Bolivia,BOL,2024,Meat & Seafood,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,95859.14693646794,1357.7128155924559,2468352080.5636096
Bolivia,BOL,2024,Prepared Food,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,58358.86958643418,373.73037530371033,273638655.10439515
Bosnia and Herzegovina,BIH,2024,Bakery Items,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,34335.78358469771,136.67624303202754,96865619.77133761
Bosnia and Herzegovina,BIH,2024,Beverages,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,15229.052196385563,93.34042383016383,96865619.77133761
Bosnia and Herzegovina,BIH,2024,Dairy Products,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,45354.17335213403,163.1788311965279,156908279.40997386
Bosnia and Herzegovina,BIH,2024,Frozen Food,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,13183.735309367552,93.34042383016383,96865619.77133761
Bosnia and Herzegovina,BIH,2024,Fruits & Vegetables,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,67439.0258791209,177.60602145479734,215652273.5305336
Bosnia and Herzegovina,BIH,2024,Grains & Cereals,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,50504.58473882741,93.34042383016383,103888519.09383301
Bosnia and Herzegovina,BIH,2024,Meat & Seafood,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,39912.77491257958,561.0195729091189,864285302.0302349
Bosnia and Herzegovina,BIH,2024,Prepared Food,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,24884.110177244373,168.40136529205003,111726920.77736817
Brazil,BRA,2024,Bakery Items,Americas,Southern,High income,205.2176,15291.77456,1600822.4471102157,6114.055807592752,2953172570.895475
Brazil,BRA,2024,Beverages,Americas,Southern,High income,205.2176,15291.77456,549455.4768781245,1121.1917619439953,482342479.98864436
Brazil,BRA,2024,Dairy Products,Americas,Southern,High income,205.2176,15291.77456,2203769.877720722,7438.608338484516,6870183169.173761
Brazil,BRA,2024,Frozen Food,Americas,Southern,High income,205.2176,15291.77456,432573.8218034205,2770.180085923621,1316445728.3177328
Brazil,BRA,2024,Fruits & Vegetables,Americas,Southern,High income,205.2176,15291.77456,3619768.3512884155,10168.478298942757,13602368415.667864
Brazil,BRA,2024,Grains & Cereals,Americas,Southern,High income,205.2176,15291.77456,2418838.5229307325,2355.3787719067,3367684321.41988
Brazil,BRA,2024,Meat & Seafood,Americas,Southern,High income,205.2176,15291.77456,1901581.6148957578,34762.1161822125,50997895033.79868
Brazil,BRA,2024,Prepared Food,Americas,Southern,High income,205.2176,15291.77456,1078732.7876660598,8052.95560469211,4792804189.985298
Bulgaria,BGR,2024,Bakery Items,Europe,Northern,High income,7.3041,17637.850079999997,54579.38658697058,193.99234261382873,111726920.77736817
Bulgaria,BGR,2024,Beverages,Europe,Northern,High income,7.3041,17637.850079999997,24482.523143963997,93.34042383016383,96865619.77133761
Bulgaria,BGR,2024,Dairy Products,Europe,Northern,High income,7.3041,17637.850079999997,69712.2084260233,217.43838887547014,208368491.3632519
Bulgaria,BGR,2024,Frozen Food,Europe,Northern,High income,7.3041,17637.850079999997,19355.140626448687,121.67279290965553,96865619.77133761
Bulgaria,BGR,2024,Fruits & Vegetables,Europe,Northern,High income,7.3041,17637.850079999997,124072.19516998634,351.9240693672319,445998087.5366956
Bulgaria,BGR,2024,Grains & Cereals,Europe,Northern,High income,7.3041,17637.850079999997,94337.75684076938,109.24926709149038,144045591.0122941
Bulgaria,BGR,2024,Meat & Seafood,Europe,Northern,High income,7.3041,17637.850079999997,75154.85361668195,1229.5946677501681,1785662637.2299616
Bulgaria,BGR,2024,Prepared Food,Europe,Northern,High income,7.3041,17637.850079999997,40368.37183512451,257.96195336652835,196297511.47073516
Burkina Faso,BFA,2024,Bakery Items,Africa,Northern,Lower-Middle income,18.022380000000002,2557.85712,149006.7237283007,525.7165020564811,273638655.10439515
Burkina Faso,BFA,2024,Beverages,Africa,Northern,Lower-Middle income,18.022380000000002,2557.85712,59016.54479180815,145.88066050764107,96865619.77133761
Burkina Faso,BFA,2024,Dairy Products,Africa,Northern,Lower-Middle income,18.022380000000002,2557.85712,205315.05179676402,571.6981062090782,681385208.2293736
Burkina Faso,BFA,2024,Frozen Food,Africa,Northern,Lower-Middle income,18.022380000000002,2557.85712,47276.08520803061,241.25774510021174,156908279.40997386
Burkina Faso,BFA,2024,Fruits & Vegetables,Africa,Northern,Lower-Middle income,18.022380000000002,2557.85712,351463.45220415544,876.8375446589328,1261959376.4718878
Burkina Faso,BFA,2024,Grains & Cereals,Africa,Northern,Lower-Middle income,18.022380000000002,2557.85712,261078.65496841277,241.25774510021174,391852534.164822
Burkina Faso,BFA,2024,Meat & Seafood,Africa,Northern,Lower-Middle income,18.022380000000002,2557.85712,213513.55510375154,3041.337421411305,6939635628.592165
Burkina Faso,BFA,2024,Prepared Food,Africa,Northern,Lower-Middle income,18.022380000000002,2557.85712,116998.83831090065,685.2228908215117,544391119.7139734
Cambodia,KHM,2024,Bakery Items,Asia,Northern,Lower-Middle income,15.79776,3568.8340800000005,131917.63302820493,490.20398930963864,245601458.5972343
Cambodia,KHM,2024,Beverages,Asia,Northern,Lower-Middle income,15.79776,3568.8340800000005,54579.38658697058,140.1316069225371,96865619.77133761
Cambodia,KHM,2024,Dairy Products,Asia,Northern,Lower-Middle income,15.79776,3568.8340800000005,185451.65606352207,525.7165020564811,667180264.0181136
Cambodia,KHM,2024,Frozen Food,Asia,Northern,Lower-Middle income,15.79776,3568.8340800000005,42429.259188278666,228.3122393083906,149100616.0648284
Cambodia,KHM,2024,Fruits & Vegetables,Asia,Northern,Lower-Middle income,15.79776,3568.8340800000005,318784.38930246665,878.2059319148223,1100301575.26192
Cambodia,KHM,2024,Grains & Cereals,Asia,Northern,Lower-Middle income,15.79776,3568.8340800000005,245487.61856538,208.0788647589945,419288983.38302404
Cambodia,KHM,2024,Meat & Seafood,Asia,Northern,Lower-Middle income,15.79776,3568.8340800000005,176559.68516679737,2315.702639616037,5387976730.242141
Cambodia,KHM,2024,Prepared Food,Asia,Northern,Lower-Middle income,15.79776,3568.8340800000005,107414.23380175552,685.2228908215117,449506632.59855723
Cameroon,CMR,2024,Bakery Items,Africa,Northern,Lower-Middle income,21.210900000000002,4059.5318400000006,189200.72565349122,685.2228908215117,349161544.1901412
Cameroon,CMR,2024,Beverages,Africa,Northern,Lower-Middle income,21.210900000000002,4059.5318400000006,82352.10587099029,197.20501432607404,107206037.75528203
Cameroon,CMR,2024,Dairy Products,Africa,Northern,Lower-Middle income,21.210900000000002,4059.5318400000006,271830.4194439187,726.7930621574503,779181101.7593021
Cameroon,CMR,2024,Frozen Food,Africa,Northern,Lower-Middle income,21.210900000000002,4059.5318400000006,59016.54479180815,332.92912832487406,196297511.47073516
Cameroon,CMR,2024,Fruits & Vegetables,Africa,Northern,Lower-Middle income,21.210900000000002,4059.5318400000006,468267.5443893011,1079.8618414268642,1685830700.195424
Cameroon,CMR,2024,Grains & Cereals,Africa,Northern,Lower-Middle income,21.210900000000002,4059.5318400000006,320507.3229479808,294.26561696088754,482342479.98864436
Cameroon,CMR,2024,Meat & Seafood,Africa,Northern,Lower-Middle income,21.210900000000002,4059.5318400000006,256898.746105702,3494.330207360291,7041086310.889107
Cameroon,CMR,2024,Prepared Food,Africa,Northern,Lower-Middle income,21.210900000000002,4059.5318400000006,164999.93515696912,999.4186983375448,779181101.7593021
Canada,CAN,2024,Bakery Items,Americas,Northern,High income,35.825732,59976.26224,316949.40680345974,1261.78046342018,544391119.7139734
Canada,CAN,2024,Beverages,Americas,Northern,High income,35.825732,59976.26224,108388.84267838334,240.9638858163183,111726920.77736817
Canada,CAN,2024,Dairy Products,Americas,Northern,High income,35.825732,59976.26224,378490.84833948326,1558.315029603485,1293176302.409067
Canada,CAN,2024,Frozen Food,Americas,Northern,High income,35.825732,59976.26224,71186.82504749103,525.5070601622765,231040314.26255915
Canada,CAN,2024,Fruits & Vegetables,Americas,Northern,High income,35.825732,59976.26224,636925.159199563,2243.9556410232603,2277086727.944877
Canada,CAN,2024,Grains & Cereals,Americas,Northern,High income,35.825732,59976.26224,450534.81567169126,453.12857118195296,681385208.2293736
Canada,CAN,2024,Meat & Seafood,Americas,Northern,High income,35.825732,59976.26224,367216.4649926395,6812.463706379867,10994291718.68887
Canada,CAN,2024,Prepared Food,Americas,Northern,High income,35.825732,59976.26224,229561.81575662945,1845.3428182156588,1100301575.26192
Chile,CHL,2024,Bakery Items,Americas,Southern,High income,17.961560000000002,21751.198239999998,136339.4424046747,490.20398930963864,231040314.26255915
Chile,CHL,2024,Beverages,Americas,Southern,High income,17.961560000000002,21751.198239999998,49413.83940468955,140.1316069225371,96865619.77133761
Chile,CHL,2024,Dairy Products,Americas,Southern,High income,17.961560000000002,21751.198239999998,154225.4496684568,590.922737242163,517148994.81656355
Chile,CHL,2024,Frozen Food,Americas,Southern,High income,17.961560000000002,21751.198239999998,39023.34980142412,228.3122393083906,127235636.49057004
Chile,CHL,2024,Fruits & Vegetables,Americas,Southern,High income,17.961560000000002,21751.198239999998,276383.40802496305,776.7581657577655,1008335168.8396373
Chile,CHL,2024,Grains & Cereals,Americas,Southern,High income,17.961560000000002,21751.198239999998,220144.5996879881,208.0788647589945,322864468.6922763
Chile,CHL,2024,Meat & Seafood,Americas,Southern,High income,17.961560000000002,21751.198239999998,175391.12169857512,2760.7025228143257,4825274303.151355
Chile,CHL,2024,Prepared Food,Americas,Southern,High income,17.961560000000002,21751.198239999998,92645.52239939113,627.8931934828082,372417906.05032045
China,CHN,2024,Bakery Items,Asia,Northern,Upper-Middle income,1419.442868,9035.432639999999,11959825.359735439,39479.66612418833,20621336029.40556
China,CHN,2024,Beverages,Asia,Northern,Upper-Middle income,1419.442868,9035.432639999999,4545543.254714981,9701.452581987865,4211168683.4772596
China,CHN,2024,Dairy Products,Asia,Northern,Upper-Middle income,1419.442868,9035.432639999999,15676887.887130925,47266.81799189941,44621816369.99441
China,CHN,2024,Frozen Food,Asia,Northern,Upper-Middle income,1419.442868,9035.432639999999,3671248.0608461304,22125.31539614471,10999204926.200533
China,CHN,2024,Fruits & Vegetables,Asia,Northern,Upper-Middle income,1419.442868,9035.432639999999,34902136.4264858,90912.36858852953,137416331033.3813
China,CHN,2024,Grains & Cereals,Asia,Northern,Upper-Middle income,1419.442868,9035.432639999999,19773910.601597376,17029.185027140247,28110756261.54403
China,CHN,2024,Meat & Seafood,Asia,Northern,Upper-Middle income,1419.442868,9035.432639999999,15831306.871473426,200118.47632809315,427495930765.7081
China,CHN,2024,Prepared Food,Asia,Northern,Upper-Middle income,1419.442868,9035.432639999999,10462044.473059984,61442.46633085622,40063837417.3843
Colombia,COL,2024,Bakery Items,Americas,Northern,Upper-Middle income,49.741836,12385.029279999999,305288.53977426724,1031.9933684800008,517148994.81656355
